,eventid,iyear,imonth,iday,crit1,crit2,crit3,city,vicinity,latitude,longitude,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,success,suicide,targtype1,targtype1_txt,corp1,gname,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,nkill,nkillter,nwound,nwoundte,property,propextent,propextent_txt,propvalue,ishostkid,nhostkid,ransomamt,ransompaid,nreleased
98,197003110002,1970,3,11.0,1,1,1,Champaign,0,40.102408000000004,-88.227159,7,Facility/Infrastructure Attack,,,,,1,0,4,Military,Army and Air Force Recruiting Station,Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
99,197003120001,1970,3,12.0,1,1,1,New York City,0,40.712784,-74.007124,3,Bombing/Explosion,,,,,1,0,1,Business,,Revolutionary Force 9,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),25000.0,0.0,,,,
100,197003120002,1970,3,12.0,1,1,1,New York City,0,40.712784,-74.005941,3,Bombing/Explosion,,,,,1,0,1,Business,,Revolutionary Force 9,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),25000.0,0.0,,,,
101,197003120003,1970,3,12.0,1,1,1,Chicago,0,41.88415,-87.632409,3,Bombing/Explosion,,,,,1,0,3,Police,Chicago Police,Black Nationalists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
102,197003120004,1970,3,12.0,1,1,1,Chicago,0,41.88415,-87.632409,3,Bombing/Explosion,,,,,1,0,3,Police,Chicago Police,Black Nationalists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
103,197003120005,1970,3,12.0,1,1,1,New York City,0,40.78306,-73.971249,3,Bombing/Explosion,,,,,1,0,1,Business,Mobile Oil Company,Revolutionary Force 9,0,,,1.0,3.0,Call (pre-incident),0.0,0.0,0.0,0.0,1.0,2.0,Major (likely > $1 million but < $1 billion),,0.0,,,,
104,197003130001,1970,3,13.0,1,1,1,Appleton,0,44.260288,-88.39745500000001,7,Facility/Infrastructure Attack,,,,,1,0,4,Military,R.O.T.C.,Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
105,197003130002,1970,3,13.0,1,1,1,Appleton,0,44.268598,-88.42844000000001,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,,Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
106,197003140003,1970,3,14.0,1,1,1,New York City,0,40.609334000000004,-74.028722,3,Bombing/Explosion,,,,,0,0,4,Military,US Military,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
107,197003140004,1970,3,14.0,1,1,1,Long Beach,0,33.766725,-118.192399,4,Hijacking,,,,,1,0,4,Military,US Military,Left-Wing Militants,0,2.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,13.0,,,
108,197003150001,1970,3,15.0,1,1,1,San Juan,0,18.46617,-66.106654,3,Bombing/Explosion,,,,,1,0,1,Business,Department Store,Puerto Rican Nationalists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
109,197003150002,1970,3,15.0,1,1,1,Billings,0,45.783975,-108.505794,3,Bombing/Explosion,,,,,1,0,3,Police,Billings Police,,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
110,197003160001,1970,3,16.0,1,1,1,San Bernardino,0,34.105245000000004,-117.294124,7,Facility/Infrastructure Attack,,,,,1,0,2,Government (General),Black San Bernardino Councilman,White extremists,0,,,0.0,,,0.0,0.0,1.0,0.0,1.0,3.0,Minor (likely < $1 million),4000.0,0.0,,,,
111,197003170002,1970,3,17.0,1,1,1,Los Angeles,0,34.04773,-118.20470900000001,3,Bombing/Explosion,,,,,1,0,8,Educational Institution,"Roosevelt High School, Los Angeles",Chicano Liberation Front,0,,,1.0,9.0,Other,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
112,197003180001,1970,3,18.0,1,1,1,Lockland,0,39.226834999999994,-84.45330899999999,3,Bombing/Explosion,,,,,1,0,21,Utilities,Transformer,,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
113,197003200001,1970,3,20.0,1,1,1,Portland,0,45.511795,-122.675629,3,Bombing/Explosion,,,,,0,0,4,Military,US Military,White extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
114,197003200002,1970,3,20.0,1,1,1,Detroit,0,42.331685,-83.047924,1,Assassination,,,,,1,0,14,Private Citizens & Property,Michigan Civil Rights Commission,White extremists,0,,,0.0,,,1.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
115,197003210001,1970,3,21.0,1,1,1,Washington,0,38.897676000000004,-77.03653,3,Bombing/Explosion,,,,,0,0,2,Government (General),President of the United States,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
116,197003210002,1970,3,21.0,1,1,1,New York City,0,40.78306,-73.971249,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,Department Store,Puerto Rican Resistance Movement,0,,,1.0,1.0,Letter,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
117,197003210003,1970,3,21.0,1,1,1,New York City,0,40.78306,-73.971249,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,Department Store,Puerto Rican Resistance Movement,0,,,1.0,1.0,Letter,0.0,0.0,1.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
118,197003220001,1970,3,22.0,1,1,1,New York City,0,40.844782,-73.864827,3,Bombing/Explosion,,,,,1,0,1,Business,Stock Brokerage,Black Panthers,0,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
119,197003220002,1970,3,22.0,1,1,1,New York City,0,40.844782,-73.864827,3,Bombing/Explosion,,,,,0,0,1,Business,Chase-Manhattan Bank,Black Panthers,0,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
120,197003220003,1970,3,22.0,1,1,1,New York City,0,40.78306,-73.971249,3,Bombing/Explosion,,,,,1,0,1,Business,Discotheque,Black Panthers,0,1.0,0.0,0.0,,,0.0,0.0,17.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
121,197003230001,1970,3,23.0,1,1,1,Orlando,0,28.538234999999997,-81.37738900000001,3,Bombing/Explosion,,,,,1,0,14,Private Citizens & Property,United Brotherhood of Carpenters and Joiners,Strikers,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
122,197003240004,1970,3,24.0,1,1,1,New York City,0,40.78306,-73.971249,3,Bombing/Explosion,,,,,1,0,1,Business,Restaurant,,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
123,197003240005,1970,3,24.0,1,1,1,Cleveland,0,41.508882,-81.611701,3,Bombing/Explosion,,,,,1,0,14,Private Citizens & Property,Cleveland Museum of Art,White extremists,0,,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
124,197003240006,1970,3,24.0,1,1,1,Richmond,0,37.93781,-122.34270900000001,3,Bombing/Explosion,,,,,1,0,3,Police,Richmond Police Officer,Black Nationalists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
125,197003270001,1970,3,27.0,1,1,1,San Francisco,0,37.777125,-122.41964399999999,3,Bombing/Explosion,,,,,1,0,3,Police,San Francisco Police Department,Black Nationalists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),5000.0,0.0,,,,
126,197003300001,1970,3,30.0,1,1,1,Biggsville,0,40.85122,-90.864369,7,Facility/Infrastructure Attack,,,,,1,0,2,Government (General),Selective Service,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),105000.0,0.0,,,,
127,197003300002,1970,3,30.0,1,1,1,Fort Benning,0,32.3575,-84.95623,7,Facility/Infrastructure Attack,,,,,1,0,4,Military,Military courthouse where the trial of Lt. William Calley was held,Left-Wing Militants,0,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,,4.0,,,0.0,,,,
128,197003310003,1970,3,31.0,1,1,1,Washington,0,38.890370000000004,-77.031959,3,Bombing/Explosion,,,,,0,0,2,Government (General),Director of the Selective Services,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
129,197003310004,1970,3,31.0,1,1,1,Seattle,0,47.655335,-122.30351999999999,3,Bombing/Explosion,,,,,1,0,8,Educational Institution,University of Washington,Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
130,197004010001,1970,4,1.0,1,1,1,East Lansing,0,42.7375,-84.483779,3,Bombing/Explosion,,,,,1,0,8,Educational Institution,Michigan State University,Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),500.0,0.0,,,,
131,197004010002,1970,4,1.0,1,1,1,Ithaca,0,42.455233,-76.475847,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,"Africana Studies and Research Center, Cornell University",White extremists,0,,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),100000.0,0.0,,,,
132,197004010003,1970,4,1.0,1,1,1,Houston,0,29.717394,-95.401831,7,Facility/Infrastructure Attack,,,,,1,0,4,Military,Naval R.O.T.C.,Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
133,197004020002,1970,4,2.0,1,1,1,New York City,0,40.844782,-73.864827,3,Bombing/Explosion,,,,,0,0,1,Business,Chase-Manhattan Bank,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
134,197004040001,1970,4,4.0,1,1,1,New York City,0,40.78306,-73.971249,3,Bombing/Explosion,,,,,0,0,1,Business,Banco de Ponce,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
135,197004040002,1970,4,4.0,1,1,1,New York City,0,40.844782,-73.864827,3,Bombing/Explosion,,,,,0,0,14,Private Citizens & Property,Busy intersection,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
136,197004040003,1970,4,4.0,1,1,1,Pullman,0,46.731958,-117.162603,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,Football stadium of Washington State University,Student Radicals,0,,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),700000.0,0.0,,,,
137,197004050004,1970,4,5.0,1,1,1,Trona,0,35.76625,-117.370674,3,Bombing/Explosion,,,,,1,0,21,Utilities,,Strikers,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
138,197004050005,1970,4,5.0,1,1,1,Trona,0,35.76625,-117.370674,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,American Potash and Chemical Company,Strikers,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
139,197004050006,1970,4,5.0,1,1,1,New York City,0,40.78306,-73.971249,3,Bombing/Explosion,,,,,0,0,12,NGO,Young Women's Christian Association,,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
140,197004050007,1970,4,5.0,1,1,1,Houston,0,29.717394,-95.401831,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,Rice University,Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),50000.0,0.0,,,,
141,197004080001,1970,4,8.0,1,1,1,Lawrence,0,38.973065000000005,-95.23653399999999,3,Bombing/Explosion,,,,,1,0,1,Business,Anchor Savings & Loan,,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
142,197004080002,1970,4,8.0,1,1,1,Baxter Springs,0,37.023676,-94.735504,3,Bombing/Explosion,,,,,1,0,14,Private Citizens & Property,,Strikers,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
143,197004080003,1970,4,8.0,1,1,1,Los Angeles,0,34.04773,-118.20470900000001,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,"Roosevelt High School, Los Angeles",Chicano Liberation Front,0,,,1.0,9.0,Other,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),100000.0,0.0,,,,
144,197004090001,1970,4,9.0,1,1,1,East St. Louis,0,38.624421000000005,-90.150603,3,Bombing/Explosion,,,,,1,0,1,Business,Waggoner Equipment Rental & Excavating Company,,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),30000.0,0.0,,,,
145,197004110001,1970,4,11.0,1,1,1,San Diego,0,32.715695000000004,-117.16171899999999,3,Bombing/Explosion,,,,,1,0,4,Military,US Military,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
146,197004110002,1970,4,11.0,1,1,1,Ithaca,0,42.455233,-76.475847,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,Cornell University,Student Radicals,0,2.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
147,197004110003,1970,4,11.0,1,1,1,Freeport,0,28.949564000000002,-95.344371,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,Dow Chemical Company,,0,,,0.0,,,0.0,0.0,5.0,0.0,1.0,3.0,Minor (likely < $1 million),250000.0,0.0,,,,
148,197004130001,1970,4,13.0,1,1,1,Berkeley,0,37.869885,-122.27053899999999,3,Bombing/Explosion,,,,,1,0,21,Utilities,,New World Liberation Front (NWLF),0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),25000.0,0.0,,,,
149,197004130002,1970,4,13.0,1,1,1,Kansas City,0,39.087921,-94.521196,3,Bombing/Explosion,,,,,1,0,8,Educational Institution,East High School,,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
150,197004130003,1970,4,13.0,1,1,1,Kansas City,0,39.102959999999996,-94.583062,3,Bombing/Explosion,,,,,1,0,15,Religious Figures/Institutions,Linwood Methodist Church,,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
151,197004130004,1970,4,13.0,1,1,1,Kansas City,0,39.102959999999996,-94.583062,3,Bombing/Explosion,,,,,1,0,3,Police,Kansas City Police Department,,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
152,197004140002,1970,4,14.0,1,1,1,Trona,0,35.76625,-117.370674,3,Bombing/Explosion,,,,,1,0,1,Business,American Potash and Chemical Company,Strikers,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
153,197004140003,1970,4,14.0,1,1,1,Long Beach,0,33.783823999999996,-118.11408999999999,3,Bombing/Explosion,,,,,0,0,8,Educational Institution,"California State University, Long Beach",Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
154,197004140004,1970,4,14.0,1,1,1,Los Angeles,0,34.053490000000004,-118.245319,3,Bombing/Explosion,7.0,Facility/Infrastructure Attack,,,0,0,1,Business,May Company Department Store,,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
155,197004150002,1970,4,15.0,1,1,1,Los Angeles,0,34.053490000000004,-118.245319,7,Facility/Infrastructure Attack,,,,,1,0,14,Private Citizens & Property,,Cuban Exiles,0,4.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
156,197004150004,1970,4,15.0,1,1,1,Los Angeles,0,34.0613,-118.203553,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,Los Angeles Board of Education,Chicano Liberation Front,0,,,1.0,9.0,Other,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),75000.0,0.0,,,,
157,197004150005,1970,4,15.0,1,1,1,Los Angeles,0,34.04773,-118.20470900000001,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,"Roosevelt High School, Los Angeles",Chicano Liberation Front,0,,,1.0,9.0,Other,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),20000.0,0.0,,,,
158,197004160001,1970,4,16.0,1,1,1,Kansas City,0,39.102959999999996,-94.583062,3,Bombing/Explosion,,,,,1,0,1,Business,Kansas City Restaurant,,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
159,197004160002,1970,4,16.0,1,1,1,Kansas City,0,39.102959999999996,-94.583062,3,Bombing/Explosion,,,,,1,0,14,Private Citizens & Property,Kansas City Office Building,,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
160,197004160003,1970,4,16.0,1,1,1,Kansas City,0,39.099888,-94.579763,3,Bombing/Explosion,,,,,1,0,14,Private Citizens & Property,Kansas City Office Building,,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
161,197004160004,1970,4,16.0,1,1,1,Trona,0,35.76625,-117.370674,3,Bombing/Explosion,,,,,1,0,1,Business,American Potash and Chemical Company,Strikers,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
162,197004170001,1970,4,17.0,1,1,1,Oakland,0,37.805065,-122.27302399999999,2,Armed Assault,3.0,Bombing/Explosion,,,1,0,3,Police,Oakland Police Department,Black Panthers,0,,2.0,0.0,,,0.0,0.0,2.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
163,197004190001,1970,4,19.0,1,1,1,Seattle,0,47.603559999999995,-122.329439,3,Bombing/Explosion,,,,,1,0,15,Religious Figures/Institutions,Church,White extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),2000.0,0.0,,,,
164,197004190002,1970,4,19.0,1,1,1,Seattle,0,47.603559999999995,-122.329439,3,Bombing/Explosion,,,,,1,0,1,Business,Realty office that employed African Americans,White extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),4000.0,0.0,,,,
165,197004190003,1970,4,19.0,1,1,1,Seattle,0,47.603559999999995,-122.329439,3,Bombing/Explosion,,,,,1,0,1,Business,Restaurant constructed by African Americans,White extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),2000.0,0.0,,,,
166,197004190004,1970,4,19.0,1,1,1,Seattle,0,47.603559999999995,-122.329439,3,Bombing/Explosion,,,,,1,0,2,Government (General),White politician who represents a Black constituency,White extremists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),1000.0,0.0,,,,
167,197004190005,1970,4,19.0,1,1,1,New York City,0,40.728224,-73.794852,3,Bombing/Explosion,,,,,0,0,3,Police,New York Police Department,Black Nationalists,0,,,0.0,,,0.0,0.0,3.0,0.0,0.0,,,,0.0,,,,
168,197004200001,1970,4,20.0,1,1,1,Lawrence,0,38.954344,-95.25579599999999,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,"University of Kansas, Lawrence",Student Radicals,0,,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,2.0,Major (likely > $1 million but < $1 billion),3000000.0,0.0,,,,
169,197004210002,1970,4,21.0,1,1,1,Los Angeles,0,34.053490000000004,-118.245319,7,Facility/Infrastructure Attack,,,,,1,0,1,Business,Bank of America,Left-Wing Militants,0,3.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),30000.0,0.0,,,,
170,197004220001,1970,4,22.0,1,1,1,Trona,0,35.76625,-117.370674,3,Bombing/Explosion,,,,,1,0,1,Business,American Potash and Chemical Company,Strikers,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
171,197004220002,1970,4,22.0,1,1,1,Berkeley,0,37.871899,-122.25854,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,"University of California, Berkeley",Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
172,197004220003,1970,4,22.0,1,1,1,Berkeley,0,37.871899,-122.25854,7,Facility/Infrastructure Attack,,,,,0,0,8,Educational Institution,"University of California, Berkeley",Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
173,197004220004,1970,4,22.0,1,1,1,Milwaukee,0,43.04181,-87.90684399999999,7,Facility/Infrastructure Attack,,,,,1,0,2,Government (General),Federal government offices,Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
174,197004220005,1970,4,22.0,1,1,1,Champaign,0,40.102408000000004,-88.227159,7,Facility/Infrastructure Attack,,,,,0,0,3,Police,University Police Station,Student Radicals,0,2.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
175,197004220006,1970,4,22.0,1,1,1,Redlands,0,34.062684999999995,-117.16318100000001,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,Redlands University,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),40000.0,0.0,,,,
176,197004230001,1970,4,23.0,1,1,1,Aguada,0,18.379626000000002,-67.18842099999999,3,Bombing/Explosion,,,,,0,0,4,Military,U.S. Navy,Armed Commandos of Liberation,0,,,1.0,1.0,Letter,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
177,197004230002,1970,4,23.0,1,1,1,Aguada,0,18.379626000000002,-67.18842099999999,3,Bombing/Explosion,,,,,0,0,16,Telecommunication,Puerto Rican telecommunications facility,Armed Commandos of Liberation,0,,,1.0,1.0,Letter,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
178,197004230003,1970,4,23.0,1,1,1,Aguada,0,18.379626000000002,-67.18842099999999,3,Bombing/Explosion,,,,,0,0,16,Telecommunication,Puerto Rican telecommunications facility,Armed Commandos of Liberation,0,,,1.0,1.0,Letter,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
179,197004230004,1970,4,23.0,1,1,1,Aguada,0,18.379626000000002,-67.18842099999999,3,Bombing/Explosion,,,,,0,0,3,Police,Puerto Rican Police Station,Armed Commandos of Liberation,0,,,1.0,1.0,Letter,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
180,197004240001,1970,4,24.0,1,1,1,Palo Alto,0,37.44466,-122.160794,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,Stanford University,Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),100000.0,0.0,,,,
181,197004240002,1970,4,24.0,1,1,1,Baltimore,0,39.290555,-76.609604,2,Armed Assault,,,,,1,0,3,Police,Baltimore Police Department,Black Panthers,0,3.0,3.0,0.0,,,1.0,0.0,1.0,0.0,0.0,,,,0.0,,,,
182,197004240003,1970,4,24.0,1,1,1,New York City,0,40.78306,-73.971249,3,Bombing/Explosion,,,,,1,0,4,Military,Army and Air Force Recruiting Office,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
183,197004240004,1970,4,24.0,1,1,1,New York City,0,40.764469,-73.974488,1,Assassination,,,,,0,0,7,Government (Diplomatic),Vice Premier of the Republic of China,The World United Formosans for Independence (WUFI),0,2.0,2.0,1.0,8.0,Personal claim,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
184,197004250003,1970,4,25.0,1,1,1,Philadelphia,0,39.952219,-75.193214,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,University of Pennsylvania,Left-Wing Militants,0,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,,4.0,,,0.0,,,,
185,197004250004,1970,4,25.0,1,1,1,East Lansing,0,42.7375,-84.483779,3,Bombing/Explosion,,,,,1,0,1,Business,East Lansing Bank,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),333.0,0.0,,,,
186,197004250005,1970,4,25.0,1,1,1,East Lansing,0,42.7375,-84.483779,3,Bombing/Explosion,,,,,1,0,1,Business,East Lansing Bank,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),333.0,0.0,,,,
187,197004250006,1970,4,25.0,1,1,1,East Lansing,0,42.7375,-84.483779,3,Bombing/Explosion,,,,,1,0,1,Business,East Lansing Bank,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),333.0,0.0,,,,
188,197004260001,1970,4,26.0,1,1,1,Baton Rouge,0,30.443334999999998,-91.186994,3,Bombing/Explosion,,,,,1,0,2,Government (General),,Black Nationalists,0,,,,,,0.0,,0.0,,1.0,3.0,Minor (likely < $1 million),100000.0,0.0,,,,
189,197004260002,1970,4,26.0,1,1,1,Baton Rouge,1,30.443334999999998,-91.186994,3,Bombing/Explosion,,,,,1,0,9,Food or Water Supply,Baton Rouge Country Club,Black Nationalists,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),,0.0,,,,
190,197004260003,1970,4,26.0,1,1,1,Robbinsdale,0,45.031807,-93.336547,3,Bombing/Explosion,,,,,1,0,2,Government (General),Selective Service,Left-Wing Militants,0,,,0.0,,,0.0,0.0,0.0,0.0,,4.0,,,0.0,,,,
191,197004270001,1970,4,27.0,1,1,1,Iowa City,0,41.657825,-91.526534,3,Bombing/Explosion,,,,,1,0,1,Business,Iowa City Businesses,Black Nationalists,0,,,0.0,,,0.0,0.0,2.0,0.0,1.0,3.0,Minor (likely < $1 million),20000.0,0.0,,,,
192,197004270002,1970,4,27.0,1,1,1,New Haven,0,41.312065000000004,-72.928288,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,Yale Law School,Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),2500.0,0.0,,,,
193,197004270003,1970,4,27.0,1,1,1,Evanston,0,42.056459000000004,-87.675267,7,Facility/Infrastructure Attack,,,,,1,0,8,Educational Institution,Northwestern University,Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,3.0,Minor (likely < $1 million),15000.0,0.0,,,,
194,197004270004,1970,4,27.0,1,1,1,Fullerton,0,33.882923,-117.92910400000001,3,Bombing/Explosion,,,,,0,0,8,Educational Institution,"California State University, Fullerton",Student Radicals,0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
